Date;Country/Region;Confirmed;Deaths;Recovered;Active;New cases;New deaths;New recovered;new_tests;total_tests;total_vaccinations;people_vaccinated;people_fully_vaccinated;new_vaccinations
2/18/2021;Bahrain;115705;414;107649;7642;648;4;633;12977;2939902;263422;263422;;5842
2/19/2021;Bahrain;116482;418;108353;7711;777;4;704;14159;2954061;268273;268273;;4851
2/20/2021;Bahrain;117234;420;109085;7729;752;2;732;14362;2968423;271749;271749;;3476
2/21/2021;Bahrain;117809;423;110007;7379;575;3;922;12329;2980752;274960;274960;;3211
2/22/2021;Bahrain;118530;429;110827;7274;721;6;820;13436;2994188;278222;278222;;3262
2/23/2021;Bahrain;119205;433;111691;7081;675;4;864;14191;3008379;281425;281425;;3203
2/24/2021;Bahrain;119858;437;112323;7098;653;4;632;13232;3021611;284948;284948;;3523
2/25/2021;Bahrain;120495;439;113132;6924;637;2;809;13546;3035157;290103;290103;;5155
2/26/2021;Bahrain;121127;442;113799;6886;632;3;667;14693;3049850;292917;292917;;2814
2/27/2021;Bahrain;121778;444;114472;6862;651;2;673;;;295296;295296;;2379
2/28/2021;Bahrain;122394;449;115089;6856;616;5;617;;;298171;298171;;2875
2/24/2020;Kuwait;1;0;0;1;1;0;0;;;;;;
2/25/2020;Kuwait;11;0;0;11;10;0;0;;;;;;
2/26/2020;Kuwait;26;0;0;26;15;0;0;;;;;;
2/27/2020;Kuwait;43;0;0;43;17;0;0;;;;;;
2/28/2020;Kuwait;45;0;0;45;2;0;0;;;;;;
2/29/2020;Kuwait;45;0;0;45;0;0;0;;;;;;
3/1/2020;Kuwait;45;0;0;45;0;0;0;;;;;;
3/2/2020;Kuwait;56;0;0;56;11;0;0;;;;;;
3/3/2020;Kuwait;56;0;0;56;0;0;0;;;;;;
3/4/2020;Kuwait;56;0;0;56;0;0;0;;;;;;
3/5/2020;Kuwait;58;0;0;58;2;0;0;;;;;;
3/6/2020;Kuwait;58;0;0;58;0;0;0;;;;;;
3/7/2020;Kuwait;61;0;0;61;3;0;0;;;;;;
3/8/2020;Kuwait;64;0;1;63;3;0;1;;;;;;
3/9/2020;Kuwait;64;0;1;63;0;0;0;;;;;;
3/10/2020;Kuwait;69;0;1;68;5;0;0;;;;;;
3/11/2020;Kuwait;72;0;2;70;3;0;1;;;;;;
3/12/2020;Kuwait;80;0;5;75;8;0;3;;;;;;
3/13/2020;Kuwait;80;0;5;75;0;0;0;;;;;;
3/14/2020;Kuwait;104;0;5;99;24;0;0;;;;;;
3/15/2020;Kuwait;112;0;5;107;8;0;0;;;;;;
3/16/2020;Kuwait;123;0;9;114;11;0;4;;;;;;
3/17/2020;Kuwait;130;0;9;121;7;0;0;;;;;;
3/18/2020;Kuwait;142;0;15;127;12;0;6;;;;;;
3/19/2020;Kuwait;148;0;18;130;6;0;3;;;;;;
3/20/2020;Kuwait;159;0;18;141;11;0;0;;;;;;
3/21/2020;Kuwait;176;0;27;149;17;0;9;;;;;;
3/22/2020;Kuwait;188;0;27;161;12;0;0;;;;;;
3/23/2020;Kuwait;189;0;27;162;1;0;0;;;;;;
3/24/2020;Kuwait;191;0;39;152;2;0;12;;;;;;
3/25/2020;Kuwait;195;0;43;152;4;0;4;;;;;;
3/26/2020;Kuwait;208;0;49;159;13;0;6;;;;;;
3/27/2020;Kuwait;225;0;57;168;17;0;8;;;;;;
3/28/2020;Kuwait;235;0;64;171;10;0;7;;;;;;
3/29/2020;Kuwait;255;0;67;188;20;0;3;;;;;;
3/30/2020;Kuwait;266;0;72;194;11;0;5;;;;;;
3/31/2020;Kuwait;289;0;73;216;23;0;1;;;;;;
4/1/2020;Kuwait;317;0;80;237;28;0;7;;;;;;
4/2/2020;Kuwait;342;0;81;261;25;0;1;;;;;;
4/3/2020;Kuwait;417;0;82;335;75;0;1;;;;;;
4/4/2020;Kuwait;479;1;93;385;62;1;11;;;;;;
4/5/2020;Kuwait;556;1;99;456;77;0;6;;;;;;
4/6/2020;Kuwait;665;1;103;561;109;0;4;;;;;;
4/7/2020;Kuwait;743;1;105;637;78;0;2;;;;;;
4/8/2020;Kuwait;855;1;111;743;112;0;6;;;;;;
4/9/2020;Kuwait;910;1;111;798;55;0;0;;;;;;
4/10/2020;Kuwait;993;1;123;869;83;0;12;;;;;;
4/11/2020;Kuwait;1154;1;133;1020;161;0;10;;;;;;
4/12/2020;Kuwait;1234;1;142;1091;80;0;9;;;;;;
4/13/2020;Kuwait;1300;2;150;1148;66;1;8;;;;;;
4/14/2020;Kuwait;1355;3;176;1176;55;1;26;;;;;;
4/15/2020;Kuwait;1405;3;206;1196;50;0;30;;;;;;
4/16/2020;Kuwait;1524;3;225;1296;119;0;19;;;;;;
4/17/2020;Kuwait;1658;5;258;1395;134;2;33;;;;;;
4/18/2020;Kuwait;1751;6;280;1465;93;1;22;;;;;;
4/19/2020;Kuwait;1915;7;305;1603;164;1;25;;;;;;
4/20/2020;Kuwait;1995;9;367;1619;80;2;62;;;;;;
4/21/2020;Kuwait;2080;11;412;1657;85;2;45;;;;;;
4/22/2020;Kuwait;2248;13;443;1792;168;2;31;;;;;;
4/23/2020;Kuwait;2399;14;498;1887;151;1;55;;;;;;
4/24/2020;Kuwait;2614;15;613;1986;215;1;115;;;;;;
4/25/2020;Kuwait;2892;19;656;2217;278;4;43;;;;;;
4/26/2020;Kuwait;3075;20;806;2249;183;1;150;;;;;;
4/27/2020;Kuwait;3288;22;1012;2254;213;2;206;;;;;;
4/28/2020;Kuwait;3440;23;1176;2241;152;1;164;;;;;;
4/29/2020;Kuwait;3740;24;1389;2327;300;1;213;;;;;;
4/30/2020;Kuwait;4024;26;1539;2459;284;2;150;;;;;;
5/1/2020;Kuwait;4377;30;1602;2745;353;4;63;;;;;;
5/2/2020;Kuwait;4619;33;1703;2883;242;3;101;;;;;;
5/3/2020;Kuwait;4983;38;1776;3169;364;5;73;;;;;;
5/4/2020;Kuwait;5278;40;1947;3291;295;2;171;;;;;;
5/5/2020;Kuwait;5804;40;2032;3732;526;0;85;;;;;;
5/6/2020;Kuwait;6289;42;2219;4028;485;2;187;;;;;;
5/7/2020;Kuwait;6567;44;2381;4142;278;2;162;;;;;;
5/8/2020;Kuwait;7208;47;2466;4695;641;3;85;;;;;;
5/9/2020;Kuwait;7623;49;2622;4952;415;2;156;;;;;;
5/10/2020;Kuwait;8688;58;2729;5901;1065;9;107;;;;;;
5/11/2020;Kuwait;9286;65;2907;6314;598;7;178;;;;;;
5/12/2020;Kuwait;10277;75;3101;7101;991;10;194;;;;;;
5/13/2020;Kuwait;11028;82;3263;7683;751;7;162;;227000;;;;
5/14/2020;Kuwait;11975;88;3451;8436;947;6;188;4930;231930;;;;
5/15/2020;Kuwait;12860;96;3640;9124;885;8;189;4074;236004;;;;
5/16/2020;Kuwait;13802;107;3843;9852;942;11;203;4712;240716;;;;
5/17/2020;Kuwait;14850;112;4093;10645;1048;5;250;3760;244476;;;;
5/18/2020;Kuwait;15691;118;4339;11234;841;6;246;3838;248314;;;;
5/19/2020;Kuwait;16764;121;4681;11962;1073;3;342;4382;252696;;;;
5/20/2020;Kuwait;17568;124;4885;12559;804;3;204;3618;256314;;;;
5/21/2020;Kuwait;18609;129;5205;13275;1041;5;320;4757;261071;;;;
5/22/2020;Kuwait;19564;138;5515;13911;955;9;310;3888;264959;;;;
5/23/2020;Kuwait;20464;148;5747;14569;900;10;232;3195;268154;;;;
5/24/2020;Kuwait;21302;156;6117;15029;838;8;370;2935;271089;;;;
5/25/2020;Kuwait;21967;165;6621;15181;665;9;504;2723;273812;;;;
5/26/2020;Kuwait;22575;172;7306;15097;608;7;685;2395;276207;;;;
5/27/2020;Kuwait;23267;175;7946;15146;692;3;640;2738;278945;;;;
5/28/2020;Kuwait;24112;185;8698;15229;845;10;752;3396;282341;;;;
5/29/2020;Kuwait;25184;194;9273;15717;1072;9;575;4011;286352;;;;
5/30/2020;Kuwait;26192;205;10156;15831;1008;11;883;3661;290013;;;;
5/31/2020;Kuwait;27043;212;11386;15445;851;7;1230;3349;293362;;;;
6/1/2020;Kuwait;27762;220;12899;14643;719;8;1513;3664;297026;;;;
6/2/2020;Kuwait;28649;226;14281;14142;887;6;1382;3325;300351;;;;
6/3/2020;Kuwait;29359;230;15750;13379;710;4;1469;2934;303285;;;;
6/4/2020;Kuwait;29921;236;17223;12462;562;6;1473;2721;306006;;;;
6/5/2020;Kuwait;30644;244;18277;12123;723;8;1054;2894;308900;;;;
6/6/2020;Kuwait;31131;254;19282;11595;487;10;1005;2724;311624;;;;
6/7/2020;Kuwait;31848;264;20205;11379;717;10;923;3661;315285;;;;
6/8/2020;Kuwait;32510;269;21242;10999;662;5;1037;2999;318284;;;;
6/9/2020;Kuwait;33140;273;22162;10705;630;4;920;3218;321502;;;;
6/10/2020;Kuwait;33823;275;23288;10260;683;2;1126;2871;324373;;;;
6/11/2020;Kuwait;34432;279;24137;10016;609;4;849;2771;327144;;;;
6/12/2020;Kuwait;34952;285;25048;9619;520;6;911;2985;330129;;;;
6/13/2020;Kuwait;35466;289;25882;9295;514;4;834;2159;332288;;;;
6/14/2020;Kuwait;35920;296;26759;8865;454;7;877;2324;334612;;;;
6/15/2020;Kuwait;36431;298;27531;8602;511;2;772;2775;337387;;;;
6/16/2020;Kuwait;36958;303;28206;8449;527;5;675;2755;340142;;;;
6/17/2020;Kuwait;37533;306;28896;8331;575;3;690;2885;343027;;;;
6/18/2020;Kuwait;38074;308;29512;8254;541;2;616;3298;346325;;;;
6/19/2020;Kuwait;38678;313;30190;8175;604;5;678;3087;349412;;;;
6/20/2020;Kuwait;39145;319;30726;8100;467;6;536;2224;351636;;;;
6/21/2020;Kuwait;39650;326;31240;8084;505;7;514;2742;354378;;;;
6/22/2020;Kuwait;40291;330;31770;8191;641;4;530;3216;357594;;;;
6/23/2020;Kuwait;41033;334;32304;8395;742;4;534;3645;361239;;;;
6/24/2020;Kuwait;41879;337;32809;8733;846;3;505;3985;365224;;;;
6/25/2020;Kuwait;42788;339;33367;9082;909;2;558;3286;368510;;;;
6/26/2020;Kuwait;43703;341;33969;9393;915;2;602;3774;372284;;;;
6/27/2020;Kuwait;44391;344;34586;9461;688;3;617;3240;375524;;;;
6/28/2020;Kuwait;44942;348;35494;9100;551;4;908;3814;379338;;;;
6/29/2020;Kuwait;45524;350;36313;8861;582;2;819;3504;382842;;;;
6/30/2020;Kuwait;46195;354;37030;8811;671;4;717;4045;386887;;;;
7/1/2020;Kuwait;46940;358;37715;8867;745;4;685;4150;391037;;;;
7/2/2020;Kuwait;47859;359;38390;9110;919;1;675;4312;395349;;;;
7/3/2020;Kuwait;48672;360;39276;9036;813;1;886;4149;399498;;;;
7/4/2020;Kuwait;49303;365;39943;8995;631;5;667;3443;402941;;;;
7/5/2020;Kuwait;49941;368;40463;9110;638;3;520;3043;405984;;;;
7/6/2020;Kuwait;50644;373;41001;9270;703;5;538;3351;409335;;;;
7/7/2020;Kuwait;51245;377;41515;9353;601;4;514;4195;413530;;;;
7/8/2020;Kuwait;52007;379;42108;9520;762;2;593;4344;417874;;;;
7/9/2020;Kuwait;52840;382;42686;9772;833;3;578;5011;422885;;;;
7/10/2020;Kuwait;53580;383;43214;9983;740;1;528;4121;427006;;;;
7/11/2020;Kuwait;54058;386;43961;9711;478;3;747;2495;429501;;;;
7/12/2020;Kuwait;54894;390;44610;9894;836;4;649;3835;433336;;;;
7/13/2020;Kuwait;55508;393;45356;9759;614;3;746;4086;437422;;;;
7/14/2020;Kuwait;56174;396;46161;9617;666;3;805;3721;441143;;;;
7/15/2020;Kuwait;56877;399;46897;9581;703;3;736;4041;445184;;;;
7/16/2020;Kuwait;57668;402;47545;9721;791;3;648;4341;449525;;;;
7/17/2020;Kuwait;58221;404;48381;9436;553;2;836;3445;452970;;;;
7/18/2020;Kuwait;58904;407;49020;9477;683;3;639;4370;457340;;;;
7/19/2020;Kuwait;59204;408;49687;9109;300;1;667;2009;459349;;;;
7/20/2020;Kuwait;59763;408;50339;9016;559;0;652;3355;462704;;;;
7/21/2020;Kuwait;60434;412;50919;9103;671;4;580;4157;466861;;;;
7/22/2020;Kuwait;61185;417;51520;9248;751;5;601;4139;471000;;;;
7/23/2020;Kuwait;61872;421;52247;9204;687;4;727;3808;474808;;;;
7/24/2020;Kuwait;62625;425;52915;9285;753;4;668;4603;479411;;;;
7/25/2020;Kuwait;63309;429;53607;9273;684;4;692;3909;483320;;;;
7/26/2020;Kuwait;63773;433;54373;8967;464;4;766;2418;485738;;;;
7/27/2020;Kuwait;64379;438;55057;8884;606;5;684;3828;489566;;;;
7/28/2020;Kuwait;65149;442;55681;9026;770;4;624;4732;494298;;;;
7/29/2020;Kuwait;65903;444;56467;8992;754;2;786;4059;498357;;;;
7/30/2020;Kuwait;66529;445;57330;8754;626;1;863;3811;502168;;;;
7/31/2020;Kuwait;66957;447;57932;8578;428;2;602;2920;505088;;;;
8/1/2020;Kuwait;67448;453;58525;8470;491;6;593;2432;507520;;;;
8/2/2020;Kuwait;67911;457;59213;8241;463;4;688;2041;509561;;;;
8/3/2020;Kuwait;68299;461;59739;8099;388;4;526;2038;511599;;;;
8/4/2020;Kuwait;68774;465;60326;7983;475;4;587;2452;514051;;;;
8/5/2020;Kuwait;69425;468;60906;8051;651;3;580;4550;518601;;;;
8/6/2020;Kuwait;70045;469;61610;7966;620;1;704;3599;522200;;;;
8/7/2020;Kuwait;70727;471;62330;7926;682;2;720;4086;526286;;;;
8/8/2020;Kuwait;71199;474;62806;7919;472;3;476;2844;529130;;;;
8/9/2020;Kuwait;71713;478;63519;7716;514;4;713;3223;532353;;;;
8/10/2020;Kuwait;72400;482;64028;7890;687;4;509;3450;535803;;;;
8/11/2020;Kuwait;73068;486;64759;7823;668;4;731;3658;539461;;;;
8/12/2020;Kuwait;73785;489;65451;7845;717;3;692;4397;543858;;;;
8/13/2020;Kuwait;74486;489;66099;7898;701;0;648;4147;548005;;;;
8/14/2020;Kuwait;75185;494;66740;7951;699;5;641;4576;552581;;;;
8/15/2020;Kuwait;75697;498;67519;7680;512;4;779;3356;555937;;;;
8/16/2020;Kuwait;76205;501;68135;7569;508;3;616;2863;558800;;;;
8/17/2020;Kuwait;76827;502;68633;7692;622;1;498;4334;563134;;;;
8/18/2020;Kuwait;77470;505;69243;7722;643;3;610;5306;568440;;;;
8/19/2020;Kuwait;78145;507;69771;7867;675;2;528;4811;573251;;;;
8/20/2020;Kuwait;78767;509;70642;7616;622;2;871;4337;577588;;;;
8/21/2020;Kuwait;79269;511;71264;7494;502;2;622;3530;581118;;;;
8/22/2020;Kuwait;79957;513;71770;7674;688;2;506;4006;585124;;;;
8/23/2020;Kuwait;80528;515;72307;7706;571;2;537;2443;587567;;;;
8/24/2020;Kuwait;80960;518;72925;7517;432;3;618;3056;590623;;;;
8/25/2020;Kuwait;81573;519;73402;7652;613;1;477;4426;595049;;;;
8/26/2020;Kuwait;82271;521;73906;7844;698;2;504;4364;599413;;;;
8/27/2020;Kuwait;82945;522;74522;7901;674;1;616;4191;603604;;;;
8/28/2020;Kuwait;83578;525;75320;7733;633;3;798;4317;607921;;;;
8/29/2020;Kuwait;84224;528;75993;7703;646;3;673;3718;611639;;;;
8/30/2020;Kuwait;84636;530;76650;7456;412;2;657;2490;614129;;;;
8/31/2020;Kuwait;85109;531;77224;7354;473;1;574;3490;617619;;;;
9/1/2020;Kuwait;85811;534;77657;7620;702;3;433;3997;621616;;;;
9/2/2020;Kuwait;86478;535;78209;7734;667;1;552;4425;626041;;;;
9/3/2020;Kuwait;87378;536;78791;8051;900;1;582;5441;631482;;;;
9/4/2020;Kuwait;88243;537;79417;8289;865;1;626;4738;636220;;;;
9/5/2020;Kuwait;88963;540;79903;8520;720;3;486;4414;640634;;;;
9/6/2020;Kuwait;89582;544;80521;8517;619;4;618;3093;643727;;;;
9/7/2020;Kuwait;90387;546;81037;8804;805;2;516;4324;648051;;;;
9/8/2020;Kuwait;91244;548;81654;9042;857;2;617;5048;653099;;;;
9/9/2020;Kuwait;92082;552;82222;9308;838;4;568;4652;657751;;;;
9/10/2020;Kuwait;92822;556;83040;9226;740;4;818;5384;663135;;;;
9/11/2020;Kuwait;93475;557;83660;9258;653;1;620;4870;668005;;;;
9/12/2020;Kuwait;94211;558;84404;9249;736;1;744;4998;673003;;;;
9/13/2020;Kuwait;94764;560;84995;9209;553;2;591;2739;675742;;;;
9/14/2020;Kuwait;95472;563;85501;9408;708;3;506;3928;679670;;;;
9/15/2020;Kuwait;96301;568;86219;9514;829;5;718;4534;684204;;;;
9/16/2020;Kuwait;96999;571;87187;9241;698;3;968;5384;689588;;;;
9/17/2020;Kuwait;97824;575;87911;9338;825;4;724;5968;695556;;;;
9/18/2020;Kuwait;98528;580;88776;9172;704;5;865;5928;701484;;;;
9/19/2020;Kuwait;99049;581;89498;8970;521;1;722;3545;705029;;;;
9/20/2020;Kuwait;99434;584;90168;8682;385;3;670;2263;707292;;;;
9/21/2020;Kuwait;99964;585;90930;8449;530;1;762;3944;711236;;;;
9/22/2020;Kuwait;100683;588;91612;8483;719;3;682;4651;715887;;;;
9/23/2020;Kuwait;101299;590;92341;8368;616;2;729;4622;720509;;;;
9/24/2020;Kuwait;101851;592;92961;8298;552;2;620;4516;725025;;;;
9/25/2020;Kuwait;102441;595;93562;8284;590;3;601;4730;729755;;;;
9/26/2020;Kuwait;103199;597;94211;8391;758;2;649;4138;733893;;;;
9/27/2020;Kuwait;103544;601;94929;8014;345;4;718;2025;735918;;;;
9/28/2020;Kuwait;103981;605;95511;7865;437;4;582;2865;738783;;;;
9/29/2020;Kuwait;104568;607;96049;7912;587;2;538;4014;742797;;;;
9/30/2020;Kuwait;105182;610;96688;7884;614;3;639;4436;747233;;;;
10/1/2020;Kuwait;105676;612;97197;7867;494;2;509;3930;751163;;;;
10/2/2020;Kuwait;106087;615;97898;7574;411;3;701;2612;753775;;;;
10/3/2020;Kuwait;106458;620;98435;7403;371;5;537;1990;755765;;;;
10/4/2020;Kuwait;107025;624;99040;7361;567;4;605;2050;757815;;;;
10/5/2020;Kuwait;107592;628;99549;7415;567;4;509;3210;761025;;;;
10/6/2020;Kuwait;108268;632;100179;7457;676;4;630;3583;764608;;;;
10/7/2020;Kuwait;108743;639;100776;7328;475;7;597;4083;768691;;;;
10/8/2020;Kuwait;109441;642;101314;7485;698;3;538;4120;772811;;;;
10/9/2020;Kuwait;110076;649;102024;7403;635;7;710;3922;776733;;;;
10/10/2020;Kuwait;110568;655;102722;7191;492;6;698;2805;779538;;;;
10/11/2020;Kuwait;111116;658;103268;7190;548;3;546;2717;782255;;;;
10/12/2020;Kuwait;111893;664;103802;7427;777;6;534;6450;788705;;;;
10/13/2020;Kuwait;112737;672;104508;7557;844;8;706;8055;796760;;;;
10/14/2020;Kuwait;113269;676;105236;7357;532;4;728;4177;800937;;;;
10/15/2020;Kuwait;114015;684;105846;7485;746;8;610;8554;809491;;;;
10/16/2020;Kuwait;114744;690;106495;7559;729;6;649;8014;817505;;;;
10/17/2020;Kuwait;115483;694;107108;7681;739;4;613;5701;823206;;;;
10/18/2020;Kuwait;116146;701;107860;7585;663;7;752;4959;828165;;;;
10/19/2020;Kuwait;116832;710;108606;7516;686;9;746;6002;834167;;;;
10/20/2020;Kuwait;117718;714;109198;7806;886;4;592;7935;842102;;;;
10/21/2020;Kuwait;118531;721;109916;7894;813;7;718;7560;849662;;;;
10/22/2020;Kuwait;119420;730;110714;7976;889;9;798;8045;857707;;;;
10/23/2020;Kuwait;120232;740;111440;8052;812;10;726;7853;865560;;;;
10/24/2020;Kuwait;120927;744;112110;8073;695;4;670;5194;870754;;;;
10/25/2020;Kuwait;121635;746;112771;8118;708;2;661;5496;876250;;;;
10/26/2020;Kuwait;122317;749;113391;8177;682;3;620;5431;881681;;;;
10/27/2020;Kuwait;123092;756;114116;8220;775;7;725;7874;889555;;;;
10/28/2020;Kuwait;123906;763;114923;8220;814;7;807;7431;896986;;;;
10/29/2020;Kuwait;124666;767;115475;8424;760;4;552;8147;905133;;;;
10/30/2020;Kuwait;125337;773;116202;8362;671;6;727;6221;911354;;;;
10/31/2020;Kuwait;125926;779;116862;8285;589;6;660;5171;916525;;;;
11/1/2020;Kuwait;126534;782;117558;8194;608;3;696;4753;921278;;;;
11/2/2020;Kuwait;127293;786;118386;8121;759;4;828;5611;926889;;;;
11/3/2020;Kuwait;128080;789;119080;8211;787;3;694;6737;933626;;;;
11/4/2020;Kuwait;128843;794;119742;8307;763;5;662;6892;940518;;;;
11/5/2020;Kuwait;129638;799;120564;8275;795;5;822;7403;947921;;;;
11/6/2020;Kuwait;130463;804;121263;8396;825;5;699;7526;955447;;;;
11/7/2020;Kuwait;131205;808;121889;8508;742;4;626;5278;960725;;;;
11/8/2020;Kuwait;131743;811;122576;8356;538;3;687;5105;965830;;;;
11/9/2020;Kuwait;132478;816;123314;8348;735;5;738;5659;971489;;;;
11/10/2020;Kuwait;133381;821;124156;8404;903;5;842;7847;979336;;;;
11/11/2020;Kuwait;134159;826;124905;8428;778;5;749;6808;986144;;;;
11/12/2020;Kuwait;134932;830;125593;8509;773;4;688;7272;993416;;;;
11/13/2020;Kuwait;135650;833;126344;8473;718;3;751;7834;1001250;;;;
11/14/2020;Kuwait;136341;835;126902;8604;691;2;558;5462;1006712;;;;
11/15/2020;Kuwait;136840;838;127585;8417;499;3;683;4854;1011566;;;;
11/16/2020;Kuwait;137329;842;128414;8073;489;4;829;5072;1016638;;;;
11/17/2020;Kuwait;137885;848;129041;7996;556;6;627;6521;1023159;;;;
11/18/2020;Kuwait;138337;857;129839;7641;452;9;798;6068;1029227;;;;
11/19/2020;Kuwait;138822;859;130426;7537;485;2;587;6758;1035985;;;;
11/20/2020;Kuwait;139308;861;131049;7398;486;2;623;6250;1042235;;;;
11/21/2020;Kuwait;139734;863;131560;7311;426;2;511;5667;1047902;;;;
11/22/2020;Kuwait;140056;866;132178;7012;322;3;618;4099;1052001;;;;
11/23/2020;Kuwait;140393;868;132848;6677;337;2;670;4492;1056493;;;;
11/24/2020;Kuwait;140795;870;133407;6518;402;2;559;5583;1062076;;;;
11/25/2020;Kuwait;141217;871;134033;6313;422;1;626;6117;1068193;;;;
11/26/2020;Kuwait;141547;872;134750;5925;330;1;717;7458;1075651;;;;
11/27/2020;Kuwait;141876;874;135303;5699;329;2;553;6776;1082427;;;;
11/28/2020;Kuwait;142195;875;135889;5431;319;1;586;4242;1086669;;;;
11/29/2020;Kuwait;142426;878;136413;5135;231;3;524;4827;1091496;;;;
11/30/2020;Kuwait;142635;880;137071;4684;209;2;658;4078;1095574;;;;
12/1/2020;Kuwait;142992;881;137625;4486;357;1;554;5572;1101146;;;;
12/2/2020;Kuwait;143260;882;138134;4244;268;1;509;6435;1107581;;;;
12/3/2020;Kuwait;143574;884;138674;4016;314;2;540;11039;1118620;;;;
12/4/2020;Kuwait;143917;886;139148;3883;343;2;474;12124;1130744;;;;
12/5/2020;Kuwait;144164;889;139610;3665;247;3;462;6948;1137692;;;;
12/6/2020;Kuwait;144369;891;140035;3443;205;2;425;4102;1141794;;;;
12/7/2020;Kuwait;144599;897;140341;3361;230;6;306;4626;1146420;;;;
12/8/2020;Kuwait;144900;900;140638;3362;301;3;297;5783;1152203;;;;
12/9/2020;Kuwait;145204;905;140989;3310;304;5;351;6656;1158859;;;;
12/10/2020;Kuwait;145495;910;141259;3326;291;5;270;6575;1165434;;;;
12/11/2020;Kuwait;145789;910;141569;3310;294;0;310;6725;1172159;;;;
12/12/2020;Kuwait;146044;911;141825;3308;255;1;256;4824;1176983;;;;
12/13/2020;Kuwait;146218;911;142094;3213;174;0;269;3679;1180662;;;;
12/14/2020;Kuwait;146449;912;142357;3180;231;1;263;4963;1185625;;;;
12/15/2020;Kuwait;146710;913;142599;3198;261;1;242;4662;1190287;;;;
12/16/2020;Kuwait;146971;913;142909;3149;261;0;310;6633;1196920;;;;
12/17/2020;Kuwait;147192;913;143113;3166;221;0;204;5804;1202724;;;;
12/18/2020;Kuwait;147531;916;143355;3260;339;3;242;6667;1209391;;;;
12/19/2020;Kuwait;147775;918;143641;3216;244;2;286;4756;1214147;;;;
12/20/2020;Kuwait;147979;921;143926;3132;204;3;285;4242;1218389;;;;
12/21/2020;Kuwait;148209;922;144142;3145;230;1;216;4788;1223177;;;;
12/22/2020;Kuwait;148507;923;144356;3228;298;1;214;5641;1228818;;;;
12/23/2020;Kuwait;148773;924;144594;3255;266;1;238;3459;1232277;;;;
12/24/2020;Kuwait;149017;926;144898;3193;244;2;304;3565;1235842;;;;
12/25/2020;Kuwait;149277;926;145130;3221;260;0;232;3290;1239132;;;;
12/26/2020;Kuwait;149449;929;145380;3140;172;3;250;2132;1241264;;;;
12/27/2020;Kuwait;149653;931;145579;3143;204;2;199;2158;1243422;;;;
12/28/2020;Kuwait;149857;932;145808;3117;204;1;229;2106;1245528;2500;;;
12/29/2020;Kuwait;150093;932;146056;3105;236;0;248;3586;1249114;;;;
12/30/2020;Kuwait;150298;933;146284;3081;205;1;228;2429;1251543;;;;
12/31/2020;Kuwait;150584;934;146517;3133;286;1;233;3289;1254832;;;;
1/1/2021;Kuwait;150869;936;146777;3156;285;2;260;4161;1258993;;;;
1/2/2021;Kuwait;151074;937;146990;3147;205;1;213;3245;1262238;;;;
1/3/2021;Kuwait;151343;937;147271;3135;269;0;281;4712;1266950;;;;
1/4/2021;Kuwait;151715;938;147511;3266;372;1;240;5067;1272017;;;;
1/5/2021;Kuwait;152027;938;147784;3305;312;0;273;5180;1277197;;;;
1/6/2021;Kuwait;152438;938;148015;3485;411;0;231;10558;1287755;;;;
1/7/2021;Kuwait;152978;938;148239;3801;540;0;224;12279;1300034;;;;
1/8/2021;Kuwait;153473;940;148483;4050;495;2;244;11597;1311631;;;;
1/9/2021;Kuwait;153900;942;148728;4230;427;2;245;8015;1319646;;;;
1/10/2021;Kuwait;154314;943;149007;4364;414;1;279;7781;1327427;;;;
1/11/2021;Kuwait;154841;945;149373;4523;527;2;366;10087;1337514;;;;
1/12/2021;Kuwait;155335;946;149575;4814;494;1;202;10340;1347854;;;;
1/13/2021;Kuwait;155874;946;149809;5119;539;0;234;11567;1359421;;;;
1/14/2021;Kuwait;156434;946;150061;5427;560;0;252;10360;1369781;;;;
1/15/2021;Kuwait;156964;947;150329;5688;530;1;268;10862;1380643;;;;
1/16/2021;Kuwait;157399;947;150678;5774;435;0;349;8651;1389294;;;;
1/17/2021;Kuwait;157777;947;151142;5688;378;0;464;8251;1397545;;;;
1/18/2021;Kuwait;158244;948;151496;5800;467;1;354;8807;1406352;;;;
1/19/2021;Kuwait;158822;950;151936;5936;578;2;440;8845;1415197;;;;
1/20/2021;Kuwait;159264;951;152420;5893;442;1;484;10283;1425480;;;;
1/21/2021;Kuwait;159834;951;152826;6057;570;0;406;10712;1436192;;;;
1/22/2021;Kuwait;160367;952;153307;6108;533;1;481;10311;1446503;;;;
1/23/2021;Kuwait;160901;952;153746;6203;534;0;439;8978;1455481;;;;
1/24/2021;Kuwait;161285;952;154253;6080;384;0;507;7695;1463176;;;;
1/25/2021;Kuwait;161777;954;154766;6057;492;2;513;7928;1471104;;;;
1/26/2021;Kuwait;162282;957;155303;6022;505;3;537;8426;1479530;35000;;;
1/27/2021;Kuwait;162862;957;155739;6166;580;0;436;11419;1490949;;;;
1/28/2021;Kuwait;163450;958;156387;6105;588;1;648;9964;1500913;;;;
1/29/2021;Kuwait;164108;958;156903;6247;658;0;516;11338;1512251;;;;
1/30/2021;Kuwait;164622;959;157404;6259;514;1;501;8336;1520587;;;;
1/31/2021;Kuwait;165257;959;157931;6367;635;0;527;8994;1529581;;;;
2/1/2021;Kuwait;165843;959;158476;6408;586;0;545;8681;1538262;;;;
