Date;Country/Region;Confirmed;Deaths;Recovered;Active;New cases;New deaths;New recovered;new_tests;total_tests;total_vaccinations;people_vaccinated;people_fully_vaccinated;new_vaccinations
2/2/2021;Kuwait;166654;960;158986;6708;811;1;510;9140;1547402;;;;
2/3/2021;Kuwait;167410;961;159543;6906;756;1;557;9621;1557023;;;;
2/4/2021;Kuwait;168250;962;160098;7190;840;1;555;10861;1567884;;;;
2/5/2021;Kuwait;169190;964;160554;7672;940;2;456;11497;1579381;;;;
2/6/2021;Kuwait;170036;964;161093;7979;846;0;539;10651;1590032;;;;
2/7/2021;Kuwait;170998;966;161538;8494;962;2;445;9409;1599441;;;;
2/8/2021;Kuwait;171994;969;162120;8905;996;3;582;8864;1608305;;;;
2/9/2021;Kuwait;172996;975;162711;9310;1002;6;591;10271;1618576;;;;
2/10/2021;Kuwait;173983;980;163264;9739;987;5;553;10812;1629388;;;;
2/11/2021;Kuwait;175031;985;163895;10151;1048;5;631;10659;1640047;;;;
2/12/2021;Kuwait;176052;992;164537;10523;1021;7;642;11240;1651287;;;;
2/13/2021;Kuwait;176903;998;165254;10651;851;6;717;9119;1660406;;;;
2/14/2021;Kuwait;177701;1003;166019;10679;798;5;765;7514;1667920;;;;
2/15/2021;Kuwait;178524;1009;166791;10724;823;6;772;8935;1676855;175000;137000;38000;
2/16/2021;Kuwait;179488;1014;167601;10873;964;5;810;10328;1687183;;;;
2/17/2021;Kuwait;180505;1019;168420;11066;1017;5;819;10276;1697459;;;;
2/18/2021;Kuwait;181484;1027;169406;11051;979;8;986;10622;1708081;;;;
2/19/2021;Kuwait;182460;1034;170326;11100;976;7;920;10016;1718097;;;;
2/20/2021;Kuwait;183322;1039;171260;11023;862;5;934;7601;1725698;;;;
2/21/2021;Kuwait;184090;1044;172227;10819;768;5;967;6006;1731704;;;;
2/22/2021;Kuwait;184989;1049;173182;10758;899;5;955;6851;1738555;;;;
2/23/2021;Kuwait;186004;1057;174088;10859;1015;8;906;8221;1746776;;;;
2/24/2021;Kuwait;187005;1062;175048;10895;1001;5;960;8724;1755500;;;;
2/25/2021;Kuwait;188024;1067;176019;10938;1019;5;971;9036;1764536;;;;
2/26/2021;Kuwait;189046;1072;177133;10841;1022;5;1114;;;;;;
2/27/2021;Kuwait;189890;1078;178197;10615;844;6;1064;;;;;;
2/28/2021;Kuwait;190852;1083;179209;10560;962;5;1012;;;;;;
2/24/2020;Oman;2;0;0;2;2;0;0;;;;;;
2/25/2020;Oman;2;0;0;2;0;0;0;;;;;;
2/26/2020;Oman;4;0;0;4;2;0;0;;;;;;
2/27/2020;Oman;4;0;0;4;0;0;0;;;;;;
2/28/2020;Oman;4;0;0;4;0;0;0;;;;;;
2/29/2020;Oman;6;0;1;5;2;0;1;;;;;;
3/1/2020;Oman;6;0;1;5;0;0;0;;;;;;
3/2/2020;Oman;6;0;1;5;0;0;0;;;;;;
3/3/2020;Oman;12;0;2;10;6;0;1;;;;;;
3/4/2020;Oman;15;0;2;13;3;0;0;;;;;;
3/5/2020;Oman;16;0;2;14;1;0;0;;;;;;
3/6/2020;Oman;16;0;2;14;0;0;0;;;;;;
3/7/2020;Oman;16;0;2;14;0;0;0;;;;;;
3/8/2020;Oman;16;0;2;14;0;0;0;;;;;;
3/9/2020;Oman;16;0;2;14;0;0;0;;;;;;
3/10/2020;Oman;18;0;9;9;2;0;7;;;;;;
3/11/2020;Oman;18;0;9;9;0;0;0;;;;;;
3/12/2020;Oman;18;0;9;9;0;0;0;;;;;;
3/13/2020;Oman;19;0;9;10;1;0;0;;;;;;
3/14/2020;Oman;19;0;9;10;0;0;0;;;;;;
3/15/2020;Oman;22;0;9;13;3;0;0;;;;;;
3/16/2020;Oman;22;0;9;13;0;0;0;;;;;;
3/17/2020;Oman;24;0;9;15;2;0;0;;;;;;
3/18/2020;Oman;39;0;12;27;15;0;3;;;;;;
3/19/2020;Oman;48;0;12;36;9;0;0;;;;;;
3/20/2020;Oman;48;0;12;36;0;0;0;;;;;;
3/21/2020;Oman;52;0;12;40;4;0;0;;;;;;
3/22/2020;Oman;55;0;17;38;3;0;5;;;;;;
3/23/2020;Oman;66;0;17;49;11;0;0;;;;;;
3/24/2020;Oman;84;0;17;67;18;0;0;;;;;;
3/25/2020;Oman;99;0;17;82;15;0;0;;;;;;
3/26/2020;Oman;109;0;23;86;10;0;6;;;;;;
3/27/2020;Oman;131;0;23;108;22;0;0;;;;;;
3/28/2020;Oman;152;0;23;129;21;0;0;;;;;;
3/29/2020;Oman;167;0;23;144;15;0;0;;;;;;
3/30/2020;Oman;179;0;29;150;12;0;6;;;;;;
3/31/2020;Oman;192;1;34;157;13;1;5;;;;;;
4/1/2020;Oman;210;1;34;175;18;0;0;;;;;;
4/2/2020;Oman;231;1;57;173;21;0;23;;;;;;
4/3/2020;Oman;252;1;57;194;21;0;0;;;;;;
4/4/2020;Oman;277;2;61;214;25;1;4;;;;;;
4/5/2020;Oman;298;2;61;235;21;0;0;;;;;;
4/6/2020;Oman;331;2;61;268;33;0;0;;;;;;
4/7/2020;Oman;371;2;67;302;40;0;6;;;;;;
4/8/2020;Oman;419;2;72;345;48;0;5;;;;;;
4/9/2020;Oman;457;3;109;345;38;1;37;;;;;;
4/10/2020;Oman;484;3;109;372;27;0;0;;;;;;
4/11/2020;Oman;546;3;109;434;62;0;0;;;;;;
4/12/2020;Oman;599;4;109;486;53;1;0;;;;;;
4/13/2020;Oman;727;4;124;599;128;0;15;;;;;;
4/14/2020;Oman;813;4;130;679;86;0;6;;;;;;
4/15/2020;Oman;910;4;131;775;97;0;1;;;;;;
4/16/2020;Oman;1019;4;176;839;109;0;45;;;;;;
4/17/2020;Oman;1069;6;176;887;50;2;0;;;;;;
4/18/2020;Oman;1180;6;176;998;111;0;0;;;;;;
4/19/2020;Oman;1266;7;233;1026;86;1;57;;;;;;
4/20/2020;Oman;1410;7;238;1165;144;0;5;;;;;;
4/21/2020;Oman;1508;8;238;1262;98;1;0;;;;;;
4/22/2020;Oman;1614;8;238;1368;106;0;0;;;;;;
4/23/2020;Oman;1716;9;307;1400;102;1;69;;;;;;
4/24/2020;Oman;1790;10;325;1455;74;1;18;;;;;;
4/25/2020;Oman;1905;10;329;1566;115;0;4;;;;;;
4/26/2020;Oman;1998;10;333;1655;93;0;4;;;;;;
4/27/2020;Oman;2049;10;364;1675;51;0;31;;;;;;
4/28/2020;Oman;2131;10;364;1757;82;0;0;;;;;;
4/29/2020;Oman;2274;10;364;1900;143;0;0;;;;;;
4/30/2020;Oman;2348;11;495;1842;74;1;131;;;;;;
5/1/2020;Oman;2447;11;495;1941;99;0;0;;;;;;
5/2/2020;Oman;2483;12;750;1721;36;1;255;;;;;;
5/3/2020;Oman;2568;12;750;1806;85;0;0;;;;;;
5/4/2020;Oman;2637;12;816;1809;69;0;66;;;;;;
5/5/2020;Oman;2735;13;858;1864;98;1;42;;;;;;
5/6/2020;Oman;2903;13;888;2002;168;0;30;;;;;;
5/7/2020;Oman;2958;15;980;1963;55;2;92;;;;;;
5/8/2020;Oman;3112;16;1025;2071;154;1;45;;;;;;
5/9/2020;Oman;3224;17;1068;2139;112;1;43;;;;;;
5/10/2020;Oman;3399;17;1117;2265;175;0;49;;;;;;
5/11/2020;Oman;3573;17;1250;2306;174;0;133;;;;;;
5/12/2020;Oman;3721;17;1250;2454;148;0;0;;;;;;
5/13/2020;Oman;4019;17;1289;2713;298;0;39;;;;;;
5/14/2020;Oman;4341;18;1303;3020;322;1;14;;;;;;
5/15/2020;Oman;4625;20;1350;3255;284;2;47;;;;;;
5/16/2020;Oman;5029;21;1436;3572;404;1;86;;;;;;
5/17/2020;Oman;5186;22;1465;3699;157;1;29;;;;;;
5/18/2020;Oman;5379;25;1496;3858;193;3;31;;;;;;
5/19/2020;Oman;5671;27;1574;4070;292;2;78;;;;;;
5/20/2020;Oman;6043;30;1661;4352;372;3;87;;;;;;
5/21/2020;Oman;6370;31;1821;4518;327;1;160;;;;;;
5/22/2020;Oman;6794;34;1821;4939;424;3;0;;;;;;
5/23/2020;Oman;7257;36;1848;5373;463;2;27;;;;;;
5/24/2020;Oman;7770;37;1933;5800;513;1;85;;;;;;
5/25/2020;Oman;7770;37;1933;5800;0;0;0;;;;;;
5/26/2020;Oman;8118;37;2067;6014;348;0;134;;;;;;
5/27/2020;Oman;8373;39;2177;6157;255;2;110;;;;;;
5/28/2020;Oman;9009;40;2177;6792;636;1;0;;;;;;
5/29/2020;Oman;9820;40;2396;7384;811;0;219;;;;;;
5/30/2020;Oman;10423;42;2396;7985;603;2;0;;;;;;
5/31/2020;Oman;11437;49;2682;8706;1014;7;286;;;;;;
6/1/2020;Oman;12223;50;2682;9491;786;1;0;;;;;;
6/2/2020;Oman;12799;59;2812;9928;576;9;130;;;;;;
6/3/2020;Oman;13537;67;2845;10625;738;8;33;;;;;;
6/4/2020;Oman;14316;67;3451;10798;779;0;606;2546;;;;;
6/5/2020;Oman;15086;72;3451;11563;770;5;0;2463;;;;;
6/6/2020;Oman;16016;72;3451;12493;930;0;0;3128;;;;;
6/7/2020;Oman;16882;75;3451;13356;866;3;0;2907;;;;;
6/8/2020;Oman;17486;81;3793;13612;604;6;342;2697;;;;;
6/9/2020;Oman;18198;83;4152;13963;712;2;359;2688;;;;;
6/10/2020;Oman;18887;84;5640;13163;689;1;1488;2658;;;;;
6/11/2020;Oman;19954;89;6623;13242;1067;5;983;2747;;;;;
6/12/2020;Oman;21071;96;7489;13486;1117;7;866;3502;;;;;
6/13/2020;Oman;22077;99;7530;14448;1006;3;41;3135;;;;;
6/14/2020;Oman;23481;104;8454;14923;1404;5;924;3596;;;;;
6/15/2020;Oman;24524;108;9533;14883;1043;4;1079;3283;;;;;
6/16/2020;Oman;25269;114;11089;14066;745;6;1556;2627;;;;;
6/17/2020;Oman;26079;116;11797;14166;810;2;708;2797;;;;;
6/18/2020;Oman;26818;119;13264;13435;739;3;1467;2347;;;;;
6/19/2020;Oman;27670;125;13974;13571;852;6;710;3317;;;;;
6/20/2020;Oman;28566;128;14780;13658;896;3;806;2448;;;;;
6/21/2020;Oman;29471;131;15552;13788;905;3;772;2804;;;;;
6/22/2020;Oman;31076;137;16408;14531;1605;6;856;4544;;;;;
6/23/2020;Oman;32394;140;17279;14975;1318;3;871;3940;;;;;
6/24/2020;Oman;33536;142;17972;15422;1142;2;693;3585;;;;;
6/25/2020;Oman;34902;144;18520;16238;1366;2;548;3835;;;;;
6/26/2020;Oman;36034;153;19482;16399;1132;9;962;4013;;;;;
6/27/2020;Oman;36953;159;20363;16431;919;6;881;2508;;;;;
6/28/2020;Oman;38150;163;21200;16787;1197;4;837;3292;;;;;
6/29/2020;Oman;39060;169;22422;16469;910;6;1222;3191;;;;;
6/30/2020;Oman;40070;176;23425;16469;1010;7;1003;3121;;;;;
7/1/2020;Oman;41194;185;24162;16847;1124;9;737;3533;;;;;
7/2/2020;Oman;42555;188;25318;17049;1361;3;1156;4049;;;;;
7/3/2020;Oman;43929;193;26169;17567;1374;5;851;3834;;;;;
7/4/2020;Oman;45106;203;26968;17935;1177;10;799;2992;;;;;
7/5/2020;Oman;46178;213;27917;18048;1072;10;949;3515;;;;;
7/6/2020;Oman;47735;218;29146;18371;1557;5;1229;3852;;;;;
7/7/2020;Oman;48997;224;31000;17773;1262;6;1854;4007;;;;;
7/8/2020;Oman;50207;233;32005;17969;1210;9;1005;3987;;;;;
7/9/2020;Oman;51725;236;33021;18468;1518;3;1016;5456;;;;;
7/10/2020;Oman;53614;244;34225;19145;1889;8;1204;4574;;;;;
7/11/2020;Oman;54697;248;35255;19194;1083;4;1030;3833;;;;;
7/12/2020;Oman;56015;257;36098;19660;1318;9;843;3570;;;;;
7/13/2020;Oman;58179;259;37257;20663;2164;2;1159;6173;;;;;
7/14/2020;Oman;59568;273;37987;21308;1389;14;730;4044;;;;;
7/15/2020;Oman;61247;281;39038;21928;1679;8;1051;4613;;;;;
7/16/2020;Oman;62574;290;40090;22194;1327;9;1052;4704;;;;;
7/17/2020;Oman;64193;298;41450;22445;1619;8;1360;4721;;;;;
7/18/2020;Oman;65504;308;42772;22424;1311;10;1322;3976;;;;;
7/19/2020;Oman;66661;318;44004;22339;1157;10;1232;3943;;;;;
7/20/2020;Oman;68400;326;45150;22924;1739;8;1146;3957;;;;;
7/21/2020;Oman;69887;337;46608;22942;1487;11;1458;4701;;;;;
7/22/2020;Oman;71547;349;47922;23276;1660;12;1314;4798;;;;;
7/23/2020;Oman;72646;355;51349;20942;1099;6;3427;3344;;;;;
7/24/2020;Oman;73791;359;53007;20425;1145;4;1658;3138;;;;;
7/25/2020;Oman;74858;371;54061;20426;1067;12;1054;3076;;;;;
7/26/2020;Oman;76005;384;55299;20322;1147;13;1238;3187;;;;;
7/27/2020;Oman;77058;393;57028;19637;1053;9;1729;3504;;;;;
7/28/2020;Oman;77904;402;58587;18915;846;9;1559;1904;;;;;
7/29/2020;Oman;78569;412;60240;17917;665;10;1653;1314;;;;;
7/30/2020;Oman;79159;421;61421;17317;590;9;1181;1940;;;;;
7/31/2020;Oman;79159;421;61421;17317;0;0;0;;;;;;
8/1/2020;Oman;79159;421;61421;17317;0;0;0;;;;;;
8/2/2020;Oman;79159;421;61421;17317;0;0;0;;;;;;
8/3/2020;Oman;79159;421;61421;17317;0;0;0;;;;;;
8/4/2020;Oman;79159;421;61421;17317;0;0;0;;;;;;
8/5/2020;Oman;80286;488;69803;9995;1127;67;8382;2682;;;;;
8/6/2020;Oman;80713;492;70910;9311;427;4;1107;;;;;;
8/7/2020;Oman;81067;502;72263;8302;354;10;1353;;;;;;
8/8/2020;Oman;81357;509;73481;7367;290;7;1218;;;;;;
8/9/2020;Oman;81580;513;74691;6376;223;4;1210;;;;;;
8/10/2020;Oman;81787;521;76124;5142;207;8;1433;;;;;;
8/11/2020;Oman;82050;533;76720;4797;263;12;596;;;;;;
8/12/2020;Oman;82299;539;77072;4688;249;6;352;;;;;;
8/13/2020;Oman;82531;551;77278;4702;232;12;206;;;;;;
8/14/2020;Oman;82743;557;77427;4759;212;6;149;;;;;;
8/15/2020;Oman;82924;562;77550;4812;181;5;123;;;;;;
8/16/2020;Oman;83086;572;77680;4834;162;10;130;;;;;;
8/17/2020;Oman;83226;588;77812;4826;140;16;132;;;;;;
8/18/2020;Oman;83418;597;77977;4844;192;9;165;;;;;;
8/19/2020;Oman;83606;603;78188;4815;188;6;211;;;;;;
8/20/2020;Oman;83769;609;78386;4774;163;6;198;;;;;;
8/21/2020;Oman;83769;609;78386;4774;0;0;0;;;;;;
8/22/2020;Oman;83769;609;78386;4774;0;0;0;;;;;;
8/23/2020;Oman;83769;609;78386;4774;0;0;0;;;;;;
8/24/2020;Oman;84509;637;78912;4960;740;28;526;;;;;;
8/25/2020;Oman;84652;642;79147;4863;143;5;235;;;;;;
8/26/2020;Oman;84818;646;79409;4763;166;4;262;;;;;;
8/27/2020;Oman;85005;650;79608;4747;187;4;199;;;;;;
8/28/2020;Oman;85005;650;79608;4747;0;0;0;;;;;;
8/29/2020;Oman;85005;650;79608;4747;0;0;0;;;;;;
8/30/2020;Oman;85544;677;80459;4408;539;27;851;;;;;;
8/31/2020;Oman;85722;685;80810;4227;178;8;351;;;;;;
9/1/2020;Oman;85928;689;81024;4215;206;4;214;;;;;;
9/2/2020;Oman;85928;689;81024;4215;0;0;0;;;;;;
9/3/2020;Oman;86380;705;81828;3847;452;16;804;;;;;;
9/4/2020;Oman;86380;705;81828;3847;0;0;0;;;;;;
9/5/2020;Oman;86380;705;81828;3847;0;0;0;;;;;;
9/6/2020;Oman;87072;728;82406;3938;692;23;578;;;;;;
9/7/2020;Oman;87328;734;82805;3789;256;6;399;;;;;;
9/8/2020;Oman;87590;742;82973;3875;262;8;168;;;;;;
9/9/2020;Oman;87939;751;83115;4073;349;9;142;;;;;;
9/10/2020;Oman;88337;762;83325;4250;398;11;210;;;;;;
9/11/2020;Oman;88337;762;83325;4250;0;0;0;;;;;;
9/12/2020;Oman;88337;762;83325;4250;0;0;0;;;;;;
9/13/2020;Oman;89746;780;83771;5195;1409;18;446;;;;;;
9/14/2020;Oman;90222;790;83928;5504;476;10;157;;;;;;
9/15/2020;Oman;90660;797;84113;5750;438;7;185;;;;;;
9/16/2020;Oman;91196;805;84363;6028;536;8;250;;;;;;
9/17/2020;Oman;91753;818;84648;6287;557;13;285;;;;;;
9/18/2020;Oman;91753;818;84648;6287;0;0;0;;;;;;
9/19/2020;Oman;91753;818;84648;6287;0;0;0;;;;;;
9/20/2020;Oman;93475;846;85418;7211;1722;28;770;;;;;;
9/21/2020;Oman;94051;853;85781;7417;576;7;363;;;;;;
9/22/2020;Oman;94711;865;86195;7651;660;12;414;;;;;;
9/23/2020;Oman;95339;875;86482;7982;628;10;287;;;;;;
9/24/2020;Oman;95907;885;86765;8257;568;10;283;;;;;;
9/25/2020;Oman;95907;885;86765;8257;0;0;0;;;;;;
9/26/2020;Oman;95907;885;86765;8257;0;0;0;;;;;;
9/27/2020;Oman;97450;909;87801;8740;1543;24;1036;;;;;;
9/28/2020;Oman;98057;924;88234;8899;607;15;433;;;;;;
9/29/2020;Oman;98585;935;88528;9122;528;11;294;;;;;;
9/30/2020;Oman;98585;935;88528;9122;0;0;0;;;;;;
10/1/2020;Oman;98585;935;88528;9122;0;0;0;;;;;;
10/2/2020;Oman;98585;935;88528;9122;0;0;0;;;;;;
10/3/2020;Oman;98585;935;88528;9122;0;0;0;;;;;;
10/4/2020;Oman;101270;977;90296;9997;2685;42;1768;;;;;;
10/5/2020;Oman;101814;985;90600;10229;544;8;304;;;;;;
10/6/2020;Oman;102648;990;91275;10383;834;5;675;;;;;;
10/7/2020;Oman;103465;1000;91329;11136;817;10;54;;;;;;
10/8/2020;Oman;104129;1009;91731;11389;664;9;402;;;;;;
10/9/2020;Oman;104129;1009;91731;11389;0;0;0;;;;;;
10/10/2020;Oman;104129;1009;91731;11389;0;0;0;;;;;;
10/11/2020;Oman;105890;1038;92840;12012;1761;29;1109;;;;;;
10/12/2020;Oman;106575;1046;93222;12307;685;8;382;;;;;;
10/13/2020;Oman;107213;1053;93557;12603;638;7;335;;;;;;
10/14/2020;Oman;107776;1061;93908;12807;563;8;351;;;;;;
10/15/2020;Oman;108296;1071;94229;12996;520;10;321;;;;;;
10/16/2020;Oman;108296;1071;94229;12996;0;0;0;;;;;;
10/17/2020;Oman;108296;1071;94229;12996;0;0;0;;;;;;
10/18/2020;Oman;109953;1101;95624;13228;1657;30;1395;;;;;;
10/19/2020;Oman;110594;1114;96400;13080;641;13;776;;;;;;
10/20/2020;Oman;111033;1122;96949;12962;439;8;549;;;;;;
10/21/2020;Oman;111484;1137;97367;12980;451;15;418;;;;;;
10/22/2020;Oman;111837;1147;97949;12741;353;10;582;;;;;;
10/23/2020;Oman;111837;1147;97949;12741;0;0;0;;;;;;
10/24/2020;Oman;111837;1147;97949;12741;0;0;0;;;;;;
10/25/2020;Oman;112932;1174;99278;12480;1095;27;1329;;;;;;
10/26/2020;Oman;113354;1190;99668;12496;422;16;390;;;;;;
10/27/2020;Oman;113820;1203;99997;12620;466;13;329;;;;;;
10/28/2020;Oman;114434;1208;103060;10166;614;5;3063;;;;;;
10/29/2020;Oman;114434;1208;103060;10166;0;0;0;;;;;;
10/30/2020;Oman;114434;1208;103060;10166;0;0;0;;;;;;
10/31/2020;Oman;114434;1208;103060;10166;0;0;0;;;;;;
11/1/2020;Oman;115734;1246;105700;8788;1300;38;2640;;;;;;
11/2/2020;Oman;116152;1256;106195;8701;418;10;495;;;;;;
11/3/2020;Oman;116528;1264;106540;8724;376;8;345;;;;;;
11/4/2020;Oman;116847;1275;106903;8669;319;11;363;;;;;;
11/5/2020;Oman;117167;1286;107368;8513;320;11;465;;;;;;
11/6/2020;Oman;117167;1286;107368;8513;0;0;0;;;;;;
11/7/2020;Oman;117167;1286;107368;8513;0;0;0;;;;;;
11/8/2020;Oman;118140;1301;108681;8158;973;15;1313;;;;;;
11/9/2020;Oman;118503;1310;108968;8225;363;9;287;;;;;;
11/10/2020;Oman;118884;1316;109330;8238;381;6;362;;;;;;
11/11/2020;Oman;119186;1321;109633;8232;302;5;303;;;;;;
11/12/2020;Oman;119442;1326;110050;8066;256;5;417;;;;;;
11/13/2020;Oman;119442;1326;110050;8066;0;0;0;;;;;;
11/14/2020;Oman;119442;1326;110050;8066;0;0;0;;;;;;
11/15/2020;Oman;120389;1338;111096;7955;947;12;1046;;;;;;
11/16/2020;Oman;120718;1350;111446;7922;329;12;350;;;;;;
11/17/2020;Oman;120718;1350;111446;7922;0;0;0;;;;;;
11/18/2020;Oman;121129;1360;112014;7755;411;10;568;;;;;;
11/19/2020;Oman;121360;1365;112406;7589;231;5;392;;;;;;
11/20/2020;Oman;121360;1365;112406;7589;0;0;0;;;;;;
11/21/2020;Oman;121360;1365;112406;7589;0;0;0;;;;;;
11/22/2020;Oman;122081;1380;113269;7432;721;15;863;;;;;;
11/23/2020;Oman;122356;1386;113577;7393;275;6;308;;;;;;
11/24/2020;Oman;122579;1391;113856;7332;223;5;279;;;;;;
11/25/2020;Oman;122579;1391;113856;7332;0;0;0;;;;;;
11/26/2020;Oman;122579;1391;113856;7332;0;0;0;;;;;;
11/27/2020;Oman;122579;1391;113856;7332;0;0;0;;;;;;
11/28/2020;Oman;122579;1391;113856;7332;0;0;0;;;;;;
11/29/2020;Oman;123484;1418;114963;7103;905;27;1107;;;;;;
11/30/2020;Oman;123699;1423;115216;7060;215;5;253;;;;;;
12/1/2020;Oman;123908;1430;115441;7037;209;7;225;;;;;;
12/2/2020;Oman;124145;1430;115613;7102;237;0;172;;;;;;
12/3/2020;Oman;124329;1435;115866;7028;184;5;253;;;;;;
12/4/2020;Oman;124329;1435;115866;7028;0;0;0;;;;;;
12/5/2020;Oman;124329;1435;115866;7028;0;0;0;;;;;;
12/6/2020;Oman;124886;1444;116354;7088;557;9;488;;;;;;
12/7/2020;Oman;125115;1452;116506;7157;229;8;152;;;;;;
12/8/2020;Oman;125325;1454;116720;7151;210;2;214;;;;;;
12/9/2020;Oman;125490;1461;117034;6995;165;7;314;;;;;;
12/10/2020;Oman;125669;1463;117327;6879;179;2;293;;;;;;
12/11/2020;Oman;125669;1463;117327;6879;0;0;0;;;;;;
12/12/2020;Oman;125669;1463;117327;6879;0;0;0;;;;;;
12/13/2020;Oman;126240;1471;118048;6721;571;8;721;;;;;;
12/14/2020;Oman;126504;1472;118287;6745;264;1;239;;;;;;
12/15/2020;Oman;126719;1475;118505;6739;215;3;218;;;;;;
12/16/2020;Oman;126835;1480;118736;6619;116;5;231;;;;;;
12/17/2020;Oman;127019;1483;119009;6527;184;3;273;;;;;;
12/18/2020;Oman;127019;1483;119009;6527;0;0;0;;;;;;
12/19/2020;Oman;127019;1483;119009;6527;0;0;0;;;;;;
12/20/2020;Oman;127667;1488;119574;6605;648;5;565;;;;;;
12/21/2020;Oman;127931;1489;119745;6697;264;1;171;;;;;;
12/22/2020;Oman;128143;1490;119945;6708;212;1;200;;;;;;
12/23/2020;Oman;128236;1491;120178;6567;93;1;233;;;;;;
12/24/2020;Oman;128290;1491;120441;6358;54;0;263;;;;;;
12/25/2020;Oman;128290;1491;120441;6358;0;0;0;;;;;;
12/26/2020;Oman;128290;1491;120441;6358;0;0;0;;;;;;
12/27/2020;Oman;128472;1495;120976;6001;182;4;535;;;;;;
12/28/2020;Oman;128563;1495;121182;5886;91;0;206;;;1717;1717;;
12/29/2020;Oman;128633;1497;121356;5780;70;2;174;;;3363;3363;;1646
12/30/2020;Oman;128719;1497;121614;5608;86;0;258;;;5043;5043;;1680
12/31/2020;Oman;128867;1499;121890;5478;148;2;276;;;6516;6516;;1473
1/1/2021;Oman;128867;1499;121890;5478;0;0;0;;;;;;
1/2/2021;Oman;128867;1499;121890;5478;0;0;0;;;7231;7231;;
1/3/2021;Oman;129404;1501;122266;5637;537;2;376;;;8826;8826;;1595
1/4/2021;Oman;129584;1502;122372;5710;180;1;106;;;10728;10728;;1902
1/5/2021;Oman;129774;1502;122406;5866;190;0;34;;;12751;12751;;2023
1/6/2021;Oman;129888;1504;122456;5928;114;2;50;;;14005;14005;;1254
1/7/2021;Oman;130070;1505;122556;6009;182;1;100;;;14911;14911;;906
1/8/2021;Oman;130070;1505;122556;6009;0;0;0;;;14980;14980;;69
1/9/2021;Oman;130070;1505;122556;6009;0;0;0;;;15023;15023;;43
1/10/2021;Oman;130608;1508;122867;6233;538;3;311;;;15907;15907;;884
1/11/2021;Oman;130780;1508;123024;6248;172;0;157;;;18287;18287;;2380
1/12/2021;Oman;130944;1508;123187;6249;164;0;163;;;20649;20649;;2362
1/13/2021;Oman;131086;1508;123415;6163;142;0;228;;;22749;22749;;2100
1/14/2021;Oman;131264;1509;123593;6162;178;1;178;;;24204;24204;;1455
1/15/2021;Oman;131264;1509;123593;6162;0;0;0;;;;;;
1/16/2021;Oman;131264;1509;123593;6162;0;0;0;;;24773;24773;;
1/17/2021;Oman;131790;1512;124067;6211;526;3;474;;;25446;24773;673;673
1/18/2021;Oman;132011;1514;124213;6284;221;2;146;;;26758;24773;1985;1312
1/19/2021;Oman;132146;1516;124398;6232;135;2;185;;;28049;24773;3276;1291
1/20/2021;Oman;132317;1516;124579;6222;171;0;181;;;29548;24773;4775;1499
1/21/2021;Oman;132486;1517;124730;6239;169;1;151;;;;;;
1/22/2021;Oman;132486;1517;124730;6239;0;0;0;;;;;;
1/23/2021;Oman;132486;1517;124730;6239;0;0;0;;;30675;24773;5902;
1/24/2021;Oman;133044;1521;126262;5261;558;4;1532;;;32765;24773;7992;2090
1/25/2021;Oman;133253;1522;126334;5397;209;1;72;;;34606;24773;9833;1841
1/26/2021;Oman;133407;1524;126409;5474;154;2;75;;;36206;24773;11433;1600
1/27/2021;Oman;133574;1525;126486;5563;167;1;77;;;37045;24773;12272;839
1/28/2021;Oman;133728;1527;126572;5629;154;2;86;;;;;;
1/29/2021;Oman;133728;1527;126572;5629;0;0;0;;;;;;
1/30/2021;Oman;133728;1527;126572;5629;0;0;0;;;;;;
1/31/2021;Oman;134326;1529;126854;5943;598;2;282;;;;;;
2/1/2021;Oman;134524;1532;126949;6043;198;3;95;;;;;;
2/2/2021;Oman;134685;1532;127054;6099;161;0;105;;;;;;
2/3/2021;Oman;134856;1532;127169;6155;171;0;115;;;;;;
2/4/2021;Oman;135041;1532;127266;6243;185;0;97;;;;;;
2/5/2021;Oman;135041;1532;127266;6243;0;0;0;;;;;;
2/6/2021;Oman;135041;1532;127266;6243;0;0;0;;;;;;
2/7/2021;Oman;135674;1534;127698;6442;633;2;432;;;;;;
2/8/2021;Oman;135990;1535;127853;6602;316;1;155;;;39146;26874;12272;
2/9/2021;Oman;136187;1536;128089;6562;197;1;236;;;41192;28920;12272;2046
2/10/2021;Oman;136377;1537;128255;6585;190;1;166;;;43233;30961;12272;2041
2/11/2021;Oman;136622;1539;128461;6622;245;2;206;;;45065;32793;12272;1832
2/12/2021;Oman;136622;1539;128461;6622;0;0;0;;;46829;34557;12272;1764
2/13/2021;Oman;136622;1539;128461;6622;0;0;0;;;47198;34926;12272;369
2/14/2021;Oman;137306;1542;129054;6710;684;3;593;;;48819;36547;12272;1621
2/15/2021;Oman;137592;1543;129291;6758;286;1;237;;;50100;37828;12272;1281
2/16/2021;Oman;137929;1544;129543;6842;337;1;252;;;56847;37828;19019;6747
2/17/2021;Oman;138206;1549;129752;6905;277;5;209;;;58255;39236;19019;1408
2/18/2021;Oman;138494;1549;130084;6861;288;0;332;;;59878;40859;19019;1623
2/19/2021;Oman;138494;1549;130084;6861;0;0;0;;;61971;42952;19019;2093
2/20/2021;Oman;138494;1549;130084;6861;0;0;0;;;62487;43468;19019;516
